msgID,autID,disID,theID,ts,texte
139,99,55,4,2016-12-14 09:55:13,"Nous appelons à la protection des\ndéfenseurs des droits de l’homme, baisse des violations des droits de\nl’homme pour un monde meilleur"
140,25,26,4,2016-08-17 15:26:54,"Je comprends votre préocuppation, mais seulement, il ne peut y avoir de lien factuel entre les engagements du gouvernement congolais en matière de protection des droits de l'homme et le non renouvellement du visa d'une activiste des droits de l'homme malheureusement 
 Il relève du pouvoir discrétionnaire du gouvernement congolais de décider unilatéralement de renouveller ou pas le visa de cette activitse, si sa décision va dans le sens du non renouvellement, on ne peut rien faire d'autre que de l'accepter aussi tragique que cela puisse paraitre 
 Mais en tout état de cause, le gouvernement congolais par cet acte unilatéral, ne viole en rien les droits de cette activiste ou de quiconque"
141,49,100,4,2018-05-22 08:52:11,Etant educateur sociale cette question des droits de l'homme est tres pertinente dans la mesure où il revient à nous de pourvoir expliquer et informer  à la communauté les differents droits que tout un chacun possède en tant qu'etre humain et par consequent nous devrions etre suffisament outillés sur la question pour qu'à notre tour nous puissions bien communiquer à la communauté
142,100,101,4,2018-06-11 18:21:53,"Le droit international et les droits de l'Homme sont prônés par l'ONU. Mais l'ONU est-elle soumise à l'obligation de respecter les droits de l'Homme 
 Ses décisions sont-elles prises dans le strict respect des droits énoncés dans les différents instruments juridiques internationaux car ses ordonnances et surtout les décisions du Conseil de sécurité paraissent en violation des droits de l'Homme dont j'ai pris connaissance durant ces 5 semaines"
143,15,15,4,2016-08-11 08:16:42,"Merci Hélène pour ta  riche  réflexion  et est soutenue 
 Il y a en Afrique subsaharienne , notamment en RDC, les ONG des Droits de l'Homme qui animent des séminaires de formations gratuitement aux populations bien que ces <droits fondamentaux sont inscrits dans les Constitutions  de tous ces Etats mais en pratique, rien de plus concret 
 Il faudrait une justice pour tous avec l'appui de la Communauté internationale et des Etats Unis et de l'ONU"
144,80,29,4,2016-11-24 14:20:29,"Merci beaucoup pour la question de savoir du rapport qui en existe entre droit penal constitutionnelle et le juge constitutionnel 
 Bien evidamment,la cour penale elle,s'interresse au crime de masse qui touche l'univers 
 Cette cour a une competence vraiment illimitee dans le temps et dans l'espace mais elle n'est pas retroactive,or le juge constitutionnel ne juge que celui/celle qui viole la loi constitutionnelle 
 Le point divergent est que la cour est internationale alors que le juge ici est national 
 Parlons de ta question,il faut savoir que les jeges nationaux et internationaux donc dela cour collaborent pour statuer un cas de violation de droits del'homme"
145,101,102,4,2017-10-16 20:40:06,"Bonjour, J'ai le même problème, le lien  , renvoie une erreur 
 Il semble qu'un login est necessaire 
 Impossible de trouver le texte via un moteur de recherche, ce qui est curieux 
 Si je comprends bien il règle une procédure confidentielle, peut-être cela le rend-il si inaccessible  _smiley_  -  "
146,102,103,4,2018-09-08 14:05:55,"Bonjour, je suis Miguel Ángel, de Córdoba (Espagne) 
  Je travaille comme fonctionnaire (gestionnaire de la procédure) dans les tribunaux 
 J'espère apprendre beaucoup avec ce cours 
 Salutations"
147,12,104,4,2016-06-26 05:00:49,"Merci, c'est ça ce qu'on essaye de faire"
148,43,21,4,2016-12-08 09:36:55,"Bonjour,  Peut être que je me trompe mais il me semble que certains États ou certaines dictatures estiment que les Droits de l'Homme ne sont qu'un prétexte pour des États étrangers de s'immiscer dans leurs affaires, certains estiment que c'est une façon pour les anciens colonisateurs d'avoir une influence dans les pays anciennement colonisés 
 De plus, certains estiment aussi que les Droits de L'Homme sont une vision occidentale du monde imposée unilatéralement au reste du monde 
 En espérant avoir été compréhensible"
149,103,105,4,2018-07-12 10:15:22,Je pense qu'il faut des gens comme toi qui s'engage à les défendre
150,104,33,4,2016-12-04 11:15:49,"Bonjour Henri et merci pour votre contribution 
 L'homme est aujourd'hui un acteur à part entière dans la vie internationale au même titre que les États et les organisations internationales"
151,105,106,4,2016-07-24 13:24:36,"Merci Indira pour l'information que vous m'avez donné 
 Sur quelle partie du site vous avez vu cette information 
 Merci"
152,106,41,4,2016-06-19 00:12:29,"Bonjour, Très heureux de me retrouvé parmi cette foule d'apprenant qui s’intéresse aux droit de l'homme  
   J'espère qu'on pourra évoquer ce sujet ensemble pour fortifier notre savoir en la matière  
  merci  
  \n"
153,81,107,4,2016-04-24 07:17:53,"Bonjour, je me présente  _smiley_   Je m'appelle Moravia Alberto 
 J'habite Angers, la bonne ville du Roi René, dans la région des Pays-de-Loire en France 
 Je suis très heureux de suivre ce MOOC portant sur les droits de l'Homme 
 L'Université de Genève dispense des cours en ligne qui sont très sérieux et très conviviaux 
 En septembre 2015, j'ai participé avec beaucoup de satisfaction dans cette même université au MOOC : ""Le Bien, le Juste, l'Utile 
 Introduction aux éthiques philosophiques"" animé par une équipe de sympathiques et compétents professeurs : François Dermange, Ghislain Waterlot, Sarah Nicolet, Mariel Mazzocco, Damien Delorme, Enzo Santacroce 
 Ceux-ci m'ont rouvert le chemin d'une réflexion sur le sens de la vie, que la priorité donnée au flux de mes activités professionnelles avait hélas un peu occulté 
 Je vous souhaite à toutes et à tous beaucoup de plaisir avec ce cours introductif au droit de l'Homme 
 À bientôt pour des échanges"
154,107,35,4,2016-12-18 19:27:57,"Bonjour à tous 
 Moi je suis d'accord avec monsieur Mubiala kindembe  du tel fait que il faut que la matière qui serait violé par ce dernier soit premièrement un droit qui touche un ou plusieurs droits ayant  une ou plusieurs valeurs fondamentales de  droits de l'homme comme par exemple la dignité de l'homme;Et deuxième il faut que la constitution de ce pays ait adopté ces valeurs"
155,108,108,4,2018-10-31 09:51:05,Merci et bienvenu dans cet espace debat sur les droits hunains
156,109,109,4,2017-06-12 21:35:20,Les droits de l'homme sont en fait le fondement de l'univers
157,69,69,4,2016-12-18 10:44:10,"Bonjour 
 Je pense que cette façon de coder, leur avait permis de spécifier les sujets vu la grandeur et la diversité de la matière"
158,81,28,4,2016-04-25 08:53:53,"Lin Hur, au premier degré les sanctions fondées sur un défaut de bons traitements sont effectivement liées à une éthique puisque la mort (le ""meurtre"") d'un animal est moins couvert par le droit pénal que la maltraitance 
 Je pense cependant que l'éthique est un préalable à l'établissement d'un droit 
 Elisabeth de Fontenay, philosophe, a écrit un livre sur la situation des animaux qui s'intitule : "" Le silence des bêtes"" (la philosophie à l'épreuve de l'animalité), paru en 1998 chez Fayard 
 Ce livre traite du regard des philosophes sur l'animalité à travers les âges 
 Le regard de l'humanité sur l'animalité n'est-il pas aussi un regard de l'humanité sur elle-même  
  Dans un entretien au journal Le Figaro du 23/10/2014, Elisabeth de Fontenay qualifie la vie animale par ces mots qui personnellement m'ouvrent à l'idée qu'un jour les hommes pourraient concevoir le droit des animaux :  "" Les animaux, qui ne peuvent pas s'opposer et sont privés de la parole, sont des vies nues, et cette vie vulnérable, il s'agit et de la penser et de la défendre"""
159,45,110,4,2017-12-04 07:58:38,"Salut mon frere tout va bien, comment trouve tu monsieur ce cours de Droit ca marche"
160,110,111,4,2016-10-10 02:31:00,"Je crois que les droits humains ne peuvent être étudiés si l'analyse à l'humanité dans son ensemble, pour le sens de la liberté et de l'égalité ne serait pas admettre des interprétations ont eu tendance à classer leurs propriétaires"
161,111,41,4,2016-06-17 16:24:40,"Bonjour Leo,  L’Éducation fait partie des droits reconnus à tous les enfants dans la plupart des Constitutions 
 Cependant, l'accès aux enfants handicapés et bien d'autre groupes vulnérables n'est pas encore une réalité dans beaucoup de pays en Afrique notamment 
 Les dispositions à mettre en place nécessite le déploiement de ressources et une volonté politique réelle que les gouvernants ne sont pas prêts à honoré, reniant du même coup le droit à l'éducation à ces enfants 
 Ce cours me donnera suffisamment d'arguments pour nourrir le plaidoyer que nous menons dans la sous région ouest africaine pour que les politiques éducatives soient plus inclusives et tiennent véritablement compte des enfants à besoins éducatifs spécifiques 
 \n"
162,112,112,4,2017-07-21 03:21:16,"Merci pour cette introduction 
 Je crois avoir bien compris 
 La terminologie, me semble t-il, ne pourrait pas poser de problème 
 Car, ""Homme"" dans la langue française -bien que dans son utilisation la plus courante fait référence à la gente masculine-  est un terme générique pour désigner tous les humains"
163,113,113,4,2017-11-20 19:09:58,"Dans certains milieu ces génération n'existe pas, ont dirait qu'ils ne connaisse pas leur droit et leur devoir"
164,114,114,4,2017-10-07 07:26:15,"Je m'appelle Kulayisi Ggolooba,un refugie de Kakuma Refugee Camp au Kenya 
 Je fais cette cours de droit humains a Inzone par l'Universitede Geneve"
165,108,17,4,2018-10-31 10:04:05,Bonjour camarade pouvez-vous me faire la difference quil y a entre les droits humains et les droits fondamentaux
166,12,41,4,2016-06-15 02:23:56,"Salut Estelle, très intéressant que ce cours soit aussi très diverse et inclusive dans le sense que pas seulement des avocats sont intéressés par les droits de l'homme, mais aussi une des proffessions les plus importantes: les éducateurs 
 En continuant avec la ligne de la discussion ou réflection que je propose, quelle est la rélation entre ton champs proffessional et ta décisionde faire ce cours 
 LML"
167,115,115,4,2016-05-24 12:22:46,"Bonjour, je me suis inscrit régulièrement avec la formule payante j'ai réussi à tous les examens et j'ai complété mon profil mais je n'ai toujours pas le CERTIFICATE OF ACCOMPLISHMENT 
 Je voudrais savoir pourquoi"
168,116,116,4,2017-10-09 08:17:52,"Suis ausi blaise depuis kakuma refugee camp, j'ai la nationalite congolaise, suis ravie d'etre avec vous comme camarade de ce course"
169,117,49,4,2017-12-04 08:36:43,D'apres moi la difference entre traite convention charte ou le leur ressemblance traite ce lorsque deux pays qui ce reunisse ensemble et adopte quelque chose a cmmun tandisque convention ce une chose conventionnelle quand tu a eu une convention avec un pays il faut le realiser ce comme une prommence a realiser la charte ce cmme une union ce que jpeut dire
170,118,41,4,2016-06-21 00:20:35,"Salut , très satisfaite de me trouvé parmi vous , je m'appel meryem belhoussine étudiante en master science criminelles et droit de l'homme"
171,104,10,4,2016-12-04 15:26:31,"Bonjour Josee    Pas forcément 
 Quand on a un mandat d'agir au nom de L'état, on n'est pas tenu responsable des actes qui peuvent en découler c'est plutôt l'état qu'on représente 
 A titre d'exemple, il ya à ce jour, plusieurs ressortissants de mon pays (la Rdc) qui sont condamnés par la CPI pour, entre autres les violations les plus graves de droits de l'homme 
 Ses compatriotes, pour la plus part,  des chefs de guerre on agit seul au nom d'une revendication quelconque 
 Raison pour laquelle ils ont été condamnés"
172,119,9,4,2016-07-23 21:53:46,"Bonjour tout le monde 
 Il est tout á fait vrai ce que vous dites 
 En fait, moi, j'habite au Venezuela, je ne sais pas si vous connaissez la situation grave de mon pays, la crise humanitaire 
 Je pourrais dire que l'État se fout complétement des droits humanitaires fondamentaux, et surtout, parce que ca fait longtemps que ce gouvernement qui était jusqu'au moment appelé ""démocratique"", s'est fusioné avec l'État, nous laissant sans presque aucun protection juridique 
 D'ici qu'on ait aujourd'hui une crise économique et alimentaire colossale, et que l'impunition devienne á chaque jour une partie courante de nos vies en tant que citoyens de ce pays 
 C'est trop triste 
 Maintenant je me demande que nous faut-il encore pour recevoir un aide humanitaire  
  Parce qu'on en a vraiment besoin aujourd'hui: Il n'y a pas de nourriture et non plus des médicaments 
 \n"
173,120,79,4,2017-01-02 19:11:00,"\n\nL'acte de terrorisme viole de nombreux droits de l'homme, je pense bien sûr méritent d'être punis, évidemment, ils attaquent la dignité humaine et la liberté; mais en se référant à cette première semaine, parler des valeurs fondamentales de la dignité, la liberté et l'égalité dans les droits de l'homme, il est important de souligner que les terroristes comme des êtres humains ont également droit à ces valeurs.\n\nParfois, lorsque l'on observe les atrocités d'actes terroristes, les terroristes affirment que leurs droits ne sont pas respectés, mais comme tous les êtres humains doivent les respecter pour le simple fait d'être des personnes quel que soit le préjudice causé.\n\nNon défendre des criminels ou des terroristes, mais les droits humains sont pour tout le monde sans exception"
174,14,117,4,2016-11-01 03:48:41,"Bonjour, il me semble que c'est la fonction de la Cour Interationale  des Droits de l'Homme"
175,27,28,4,2017-05-07 13:04:12,"Oui,malheureusement;on dit aussi que l'homme est resté longtemps chasseur (rien à voir avec ceux actuels dont beaucoup sont respectables et aiment les animaux) et qu'il doit garder cet esprit(que n'a pas du tout la femme,beaucoup plus respectueuse,pas de nature mais par éducation;conclusion,c'est la faute à l'éducation,la société bien pensante croit-t -elle"
176,119,118,4,2016-07-23 22:01:13,"Salut Willheim 
 D'abord, je pense que c'est importante de savoir QUI o quel instance (national ou international) a emis ce mandat d'arrët  
  Est-ce que cela vient de la part d'un organe juridique internationale  
  Á vrai dire, j'attends le jour oú cette mëme action arrive dans mon pays, le Venezuela"
177,121,119,4,2017-07-21 04:31:52,"Je suis très ravi d'appartenir à cette grande communauté,"
178,122,120,4,2017-07-21 04:27:52,La declaration facultatif existe-t'il si oui les etats signataires ne la prenne pas au serieux
179,104,121,4,2016-12-04 11:22:44,"Bonjour Astrid   Je suis content de vos interventions malheureusement pour moi je ne maîtrise pas l'espagnol 
 Merci de m'aider avec la version française pour que je puisse bénéficier entièrement de ce cours 
 Héritier  Cordialement"
180,95,93,4,2017-12-04 08:16:11,"Bien que l'avortement soit un droit,il est important de savoir le contenu du traite qu'on a rattifie et dans quel territoire on se trouve"
181,81,122,4,2017-07-21 03:18:30,"Je m'appelle Moravia Alberto 
 J'habite Angers, la bonne ville du Roi René, dans la région des Pays-de-Loire en France 
 Je suis très heureux de suivre ce MOOC portant sur les droits de l'Homme 
 L'Université de Genève\ndispense des cours en ligne qui sont très sérieux et très conviviaux 
 En septembre 2015, j'ai\nparticipé avec beaucoup de satisfaction dans cette même université au MOOC : ""Le Bien, le Juste, l'Utile 
 Introduction aux éthiques\nphilosophiques"" animé par une équipe de sympathiques et compétents\nprofesseurs : François Dermange, Ghislain Waterlot, Sarah Nicolet, Mariel\nMazzocco, Damien Delorme, Enzo Santacroce 
 Ceux-ci m'ont rouvert le chemin d'une réflexion sur le sens de la vie, que la priorité donnée au flux de mes activités professionnelles avait hélas un peu occulté 
 Je vous souhaite à toutes et à\ntous beaucoup de plaisir avec ce cours introductif au droit de l'Homme 
 À bientôt pour des échanges 
 _smiley_"
182,2,123,4,2017-07-21 05:57:02,"Je suis Ebengo honore alfani, ressortissant de la République démocratique du Congo et candidat au programme de coursera pour les Droits de l'homme 
 Mon désir est d'avoir les outil en Droits de l'homme"
183,123,28,4,2016-04-26 15:54:56,"Pour ma part je dirais que la maltraitance des animaux n'est juste qu'un pseudo entrainement avant celle de l'homme 
 Cette agressivité deviée pour un jour finir par etre orienté vers la personne humaine au moment ou l'on s'y attendrai le moins 
 Non je ne pense pas qu'on aboutisse a la creation des droit des animaux vu qu'il faut bien que la chaîne alimentaire tourne mais des sanctions sont prise par mesure de prevention d'une quelconque degenerescence"
184,66,52,4,2016-09-12 06:53:37,Je ne sais pas comment contacter quelqu'un  _smiley_
185,124,21,4,2016-12-09 03:19:04,"Nos pays africaine le considère comme facteur de domination parce que le droit de l'homme en soi et même la démocratie est mal comprise est à la foi par le dirigeant et par la population qui ne connaisse plus leur droit ce qui le dirige profite dans cette ignorance pour faire du n'importe quoi 
 Mais pour l’aspect domination par les autres ce parce que ce pays se sente en incapacité de faire comme les autres et d'en respecter aussi les principes et normes"
186,50,82,4,2016-12-08 15:31:56,"Heureusement que t'as précisé que la loi de la CPI ne retroagit pas, c'est à nos juridictions nationaux de se saisir avant la prescription 
 Avec la révision du code pénal de cette année, les Cours d'appels nationaux ont les mêmes prérogatives que la CPI"
187,95,124,4,2017-12-04 07:40:45,"Je suis zabulon NIMBESHAHO,etudiant en droit de l'homme inzone KAKUMA je voudrais vous saluer et vous souhaiter la bonne journee 
 Merci"
188,125,125,4,2017-04-12 23:08:58,"Slt moi c'est yankiné antoine suis burkinabè je travaille dans securité 
 Puis-je te poser une question si tu me permet biensur 
 Merci "
189,126,14,4,2016-07-30 00:48:04,"Bonjour, je crois que bien que les Etats ratifient des traités qui protegent les droits de l'homme, ce n'est pas automatiquement qu'il font partie de leur Constitution 
 Mon pays le Mexique a toujours signé et ratifié tous les traités dont il peut être part, mais c'est jusqu'a 2011 que notre Constitutión a été modifié pour étendre les droits de l'homme protegés par nos tribunaux (droit national) non seulement a ceux consagrés dans le texte de la Constitution et les lois mexicaines, mais aussi aux droits de l'homme reconnus dans tous les traités internationales signés par le Mexique 
 Dis-donc cette réforme en 2011 de notre Constitution est consequence d'un arrêt (Radilla Pacheco vs Mexique) de la Court Interaméricaine des Droits de l'homme"
190,10,10,4,2016-12-14 00:38:32,"Il est certes vrai que l'État est le destinataire originel des droits de l'homme contre qui l'on peut intenté une action au niveau international 
 Et ceci se justifie du fait du monopole de contrainte qu'il détient 
 Mais spécialement, un individu peut être tenu pour responsable des violation des droits de l'homme et par ricochet ce voire destinataire de ces droits dans le cas ou il a moment où ces violations ont été commises détenu le monopole de la force dans l'espace concernée 
 C'est le cas des chefs de guerre congolais poursuivis par la cpi"
191,38,126,4,2016-11-10 14:29:53,Protection diplomatique birindwa zihalirwa alain  Pourquoi certain Etats ne respectent la dite protection pour les etrangers qui sont sur leur territoires
192,12,127,4,2016-06-15 02:38:13,"Nonjour Moussa, Très intéressant aussi avoir ici dans ce cours un journaliste et blogueur comme vous, et plus intéressant est que vous ayez une Maitrise en Droit Privé, parce que sincèrement les journalistes, au moins de mon pays, ils ne savent pas de droit et souvent commettent des erreurs quand ils réportent un sujet de droit (le 90% des nouvelles de vérité) 
  Pour fomenter la discussion et malgré la faute de modérateurs, j'ai proposé une simple question pour cette première semaine: quelle est la rélation entre votre proffession et vos expériences avec la décision de faire ce cours en droits de l'homme 
 LML"
193,108,17,4,2018-10-31 10:00:34,Bonjour Joceli voudriez-vous me faire ces principes svp
194,127,128,4,2018-10-07 12:49:18,"Un grand merci aux Enseignants (tes)  pour la façon et la méthodologie dont ils ont utilisé pour dispenser  ce cours,je me sentais vraiment dans une salle de classe 
 C'est ma première expérience et j'en suis convaincu que je serai le premier à continuer avec vous en vue de recevoir une formation de qualité en Droit de l'homme 
 J'ai djà opté pour enrichir mes connaissances dans ce domaine et j'attends que votre signal 
 Bien à Vous         Jean Richard Raphaël "
195,128,129,4,2017-07-21 03:26:46,"Bonjour, Les esclaves venus d'Afrique installés et livrés à la domination coloniale à St-Domingue (Haïti maintenant), se sont révoltés contre les colons français avec une Révolution ""radicale"" parce qu'elle était anti-raciste, anti-colonialiste et anti-esclavagiste 
 Ainsi, ils ont vaincu (Toussaint Louverture, Jean-Jacques Dessalines), l'une des forces Armées les plus puissantes d'alors 
 Celle de Napoléon Bonaparte 
 Aurais-je tort de considérer ce vaste mouvement de rébellion contre l'esclavagisme comme un acte fondateur des Droits de l'Homme"
196,31,130,4,2017-07-21 06:51:01,"Personnellement je n'arrive pas à comprendre le fond de ces prétendus droits de la femme, de l'enfant, de l'handicapé,  
  alors que les droits de l'homme défendent et protègent les intérêts fondamentaux de la personne humaine sans aucune restriction ni discrimination de sa classe sociale, religion, race, etc. Comme stipule l'Article premier de la déclaration universelle des droits de l'homme, je cite: ""Tous les êtres humains naissent libre et égaux en dignité et en droits 
 Ils sont doués de raison et de conscience et doivent agir les uns envers les autres dans esprit de fraternité."" Art 3 de la charte africaine de droits de l'homme et des peuples dit, je cite: ""1 
 Toutes les personnes bénéficient d'une totale égalité devant la loi. 2 
 Toutes les personnes ont droit à une égale protection de la loi. Mon incompréhension se présume quand on dissocie des personnes humaines à la personne humaine, sinon ce ne serait plus du droit plutôt qu'une discrimination 
 A vous le clavier pour les éclaircissements"
197,129,95,4,2018-11-09 09:43:03,"L'internationalisation des droits de l'homme veut dire, en rapport avec le principe de l'universalité, les droits de l'homme sont égaux pour tout être humains, sont applicables de la même manière partout au monde"
198,108,131,4,2018-10-31 09:42:04,"Je m'appelle Nfunebashiga Mushamalirwa Justin de la nationalite congolaise de la Repubique Democratique du Congo/Sud-Kivu vivant presentement au KENYA dans le camp des refugiers KAKUMA/TURKANA West suite a ma situation insecuritaire due ma profession journalistique dans mon pays 
 Je suis celibataire et pere d'un enfant vivant dans mon pays 
 En plus,je suis tres heureux de vous joindre dans ce forum pour un epaouissement scientifique sur les droits humains qui font l'objet de ce dernier 
 Enfin,j'ose et j'espere vous retrouvez dans les differents echanges dans ce forum,merci et a la prochaine occasion"
199,12,41,4,2016-06-26 05:13:16,"Bonjour Estelle, je m'excuse pour ma réponse en retard 
 Je concorde aussi avec ce que tu dis que malgré la reconnaissance de l'éducation comme un droit fondamental des enfants dans la plupart des constitutions, ça n'est plus qu'une norme de papier que ne signifie pas beaucoup dans la réalité, spécialement des enfants avec lesquels tu travailles et c'est une situation semblable dans mon pays 
 Quelle est votre opinion du cours dans cette deuxième semaine 
 Jusqu'à maintenant je n'ai pas encore vu quelque relation directe au droit de l'éducation des enfants avec des besoins spéciales 
 Qu'est-ce que tu penses"
200,130,132,4,2016-03-26 10:28:55,"Si  la catégorie ""personne morale"" ne désigne pas (aussi) l'Etat, quelles sont donc les ""personnes morales de droit public""  
  Certains manuels de droit parlent de l'Etat, des collectivités territoriales 
 Comme étant des personnes morales de droit public 
 Dans cette perspective, les corporations, entreprises, sociétés, associations 
 Sont certes des personnes morales, mais plus précisément des"" personnes morales de droit privé"""
201,131,2,4,2016-11-04 09:42:50,"Tout le problème est de savoir comment sanctionner un état sans pour autant nuire encore plus la population  
  En dehors de sanctions économiques, voire diplomatiques, le champs des sanctions semble rester faible et fragile; un embargo par exemple ne précariserait-il pas encore plus une population déjà soumise à un état de non droit"
202,12,133,4,2016-06-15 02:32:31,"Quand on étudie le cours, on comprendra mieux les distincions conceptuelles que pas tout droit est un droit constitutionnelle, que pas tout droit constitutionnel est un droit fondamental, que pas tout droit fondamental est un droit de l'homme, les droits européens des de l'homme sont seulement une partie du droit international des droits de l'homme 
 Quant aux libertés que vous citez, je ne sais pas encore comment les définir 
 Cèpendant ça, votre question pour la differentiation conceptuelle est très intéressant et m'a fait penser que je n'ai pas encore une réponse plus précise à votre question, parce que il faut que j'étude ce cours en premier lieu 
 LML"
203,81,134,4,2016-05-12 19:44:56,"Bonjour, la situation des réfugiés est préoccupante, je vous l'accorde 
 J'ai toujours eu du mal à comprendre pourquoi l'Etat n'intervient pas tout de suite pour éviter la dégradation des conditions de vie,  et laisse les associations se débrouiller 
 Cela semble contraire aux impératifs des droits de l'homme 
 Je n'ai pas tous les éléments en tête pour répondre à vos interrogations ; il faut notamment que je me renseigne sur les alternatives que propose le gouvernement aux migrants qui s'entassent dans la jungle de Calais 
 Mais il me semble déjà que la politique, intérieure, ou celle des équilibres régionaux, fausse le débat et peut-être déplace la réflexion sur les droits de l'homme en la présentant sous plusieurs facettes 
 Un migrant peut dire : "" j'ai droit à une vie meilleure et je quitte le théâtre permanent d'une guerre"" 
  Un Etat peut dire : "" je défends mieux vos intérêts et votre dignité en rétablissant le calme dans votre pays par un effort de guerre (juste) , ainsi, ultérieurement, vous pourrez vivre chez vous"" 
  Et puis, votre situation porte atteinte à la dignité économique de mes ressortissants ( sur ce dernier point voir ma conclusion) 
  Les migrations internationales changent la nature des droits de l'homme par la charge qu'elles font peser sur les Etats 
 Les flux ainsi engendrés n'ont rien à voir avec la mondialisation qui aurait tendance à utiliser la philosophie des droits de l'homme pour créer les conditions du profit, car un individu libre est un consommateur, mais chacun chez soi, c'est pourquoi elle s'accorde bien avec les Etats Nations et leur souveraineté 
 L'entrée illicite sur un territoire est une atteinte à un droit qui vient s'opposer à un autre droit ; mais peut-être les droits de l'homme ne sont pas un ""droit"", mais une éthique  
  La charge que les migrants représentent est une atteinte aux droits économiques des ressortissants des Etats 
 Je pense que seule l'éthique du don pourrait aller au delà 
 Le rôle des organisations internationales ne  serait-il pas de mettre cette éthique en valeur "
204,132,95,4,2018-02-27 13:13:36,"Il faut entendre par internationalisation des droit de l'homme le fait que plusieurs Etats ont adhéré à la charte qui fondre les droits de l'homme et se sont engagés à les protéger 
 Ce n'est plus le fait de quelques Etats mais un principe universel"
205,101,135,4,2017-09-13 17:49:48,"Bonjour à tous, Je rejoins ce cours à la suite d'un master d'ingénieur en gestion de l'énergie et durabilité 
 Les questions de durabilité sont fortement liées à celles d'égalité sociale, donc de droits de l'homme, d'où mon intérêt 
 Bon travail à tous, Thomas"
206,36,36,4,2016-12-08 22:24:48,Biensur car le DH est un droit de la liberté et d'egalité
207,88,136,4,2017-12-04 08:15:26,Je me nome asha safunia bibiche  j aimerai  que  vous puissiez me parlez brievemenent  de la perspective nouvelle
208,73,137,4,2016-10-02 16:17:13,"Je pense que les générations de catégorisation ne sont pas nécessaires, cependant, permet une meilleure compréhension des droits de humanso lors de l'analyse du point de vue académique"
209,29,35,4,2016-12-01 17:30:54,"Je pense qu'il ne faut pas tout confondre, constitution n'égale pas droit de l'homme 
 La constitution d'un pays contient des éléments relatifs aux droit de l'homme mais aussi des éléments qui sont indépendants des droits de l'homme 
 Ainsi, si la  constitution contient des articles la désignation du Premier ministre, et que le Président ne respecte pas ce texte, il n'y a pas violation des droits de l'homme, mais abus de pouvoir par détournement constitutionnel"
210,133,138,4,2017-07-21 06:31:03,"Salut   Je suis Monarc Petit, Je suis Haitien et aussi etudiant en Sciences Juridiques à Université d'Etat d'Haiti 
 J'ai suivi avec passion le deroullement de ce cours que vous nous avez presenté, ce cours m'a permit de decouvrir de maniere plus profonde toutes les lignes de Droit Humains 
 Merci et Encore Merci"
211,134,139,4,2017-12-09 15:40:25,"Salut mes camarades, je suis Frantzxo Bonhomme, Je viens d'Haïti"
212,74,66,4,2017-01-31 10:46:54,"P.S.: c'est dur pour moi m'exprimer en Français 
 Pardon si j'ai fait des erreurs grammaticales ou autres"
213,135,140,4,2016-02-25 16:46:01,"Certains courants politiques, culturels, religieux et des États dans le monde contestent la référence aux droits de l'homme 
 Ces contestations soulèvent la question de l'universalisme des droits de l'homme 
 Pourquoi l'Occident qui a si longtemps ignoré les droits des populations au moment de la colonisation"
214,4,141,4,2016-12-16 05:17:15,"\n\nBirindwa Bonjour, je suis Abraham Chegue (Mexique) 
 \nJe crois que quand un gouvernement ne permet pas la liberté d'expression, viole ce droit, même si je pense que cette expression doit respectueusement, mais va à l'encontre de l'idée d'un système.\n  Pour cette raison, si cet Etat a ratifié un traité d'accord ou droits de l'homme, les respecter et ne devient ainsi droit à une pénalité"
215,130,132,4,2016-03-26 15:24:48,"Merci pour les précisions 
 C'est beaucoup plus clair maintenant"
216,34,132,4,2016-04-04 21:55:52,"Cette désignation est important quand les spécialistesr ont trait le théorie du droit international, droit de l'homme et droit internationale humanitaire et droit pénal internationale, parce que le droit peut se référer à personne humaine quand le droit son subjectif et se réfère au les droits que son assurance pour les droits de l'homme 
 Ces droit son dérivée de la dignité de la personne humaine"
217,136,142,4,2018-10-31 08:53:36,Oooo courage et merci beaucoup pour ca et bien venue a cette page de INZONE ''droits de l'homme''
218,117,143,4,2017-12-04 07:45:48,Je m'aimerai savoir cesi quels sont les effets des droits de l'homme
219,66,144,4,2017-07-21 05:02:05,"Bonjour à tous,  Je m'étonne du peu de messages sur le forum 
 Ce n'est pas ma première formation sur Coursera mais c'est bien la première fois qu'il y a aussi peu de mouvement 
 Sait-on s'il y a beaucoup d'inscrits à ce cours"
220,21,22,4,2016-12-13 07:06:17,"Je ne crois pas que les peuples coloniaux s'etaient des barbares 
 Au contraire ils se font barbares contre la barbarie des metropoles qui soit disant venir les socialiser"
221,137,145,4,2018-10-31 11:06:30,Bien venue dans le monde de la vertu
222,138,146,4,2017-07-21 05:57:02,"Bonjour, je suis fier d'etre l'un des etudiants de l'universite de Geneve au cours de l'introduction aux droits de l'homme 
 Je m'appelle KITALA MUPENGE FABRICE,suis congolais"
223,139,28,4,2017-07-15 03:17:38,Je suis d'accord avec votre idee
224,105,18,4,2016-04-26 22:00:10,"D'accord j'ai compris la différence maintenant 
 Merci"
225,2,147,4,2017-07-21 06:14:27,"Sauf faute de ma part, l'egalite formelle,selon l'entendement de Anatole France, place tous  les citoyens a un traitement egalitaire devant la loi. Qu'en est-il de l'egalite materielle 
 Que pensez vous de la categorisation generationnelle de Karel Vasak"
