msgID,texte
5428,"I would consider invest in gold 
 For every investment decision, I would include gold in my portfolio"
7644,"Hello Zakshi, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
6549,It was debatably necessary and banks arguably did well however I am more worried about the future ability of the central banks to get out of QE and get the economy moving again - what can they do now
1272,"We assume that the\nvaluation of the companies we are comparing to are correct 
 I would not feel comfortable using\nmultiple-based valuation methods to value companies when there is a certainty\nthat the comparable companies (and probably the original company we are trying\nto evaluate) are part of a bubble"
1224,"The bailout was definitely necessary to brake the negative spiral which could potentially erase capitalism 
 Unfortunately, doing so, the governments have become way to implicated and their weight in the financial markets is nowadays to high 
 It will certainly take a long time until markets will behave in a more natural way again"
3904,"Multiples based valuation methods are based on following assumptions: (1) Management of companies under comparison have similar performance capabilities, which is not the case always 
 Many a times, financial results of the companies depend on management performances 
 (2) Multiples based valuation methods ignore the analysis of company's balance sheet, which is often important in determining future and financial health of the company"
2398,"I have had a bad experience trying to use multiple-based valution mathods to value the brazilian company VALE5, however after a few months a could recover what I lost"
3422,"I would think that a more accurate approach would be to both look at the DCF method as well as multiple-based valuation methods in order to determine the fair value of a stock 
 This is to test assumptions as well as the value of comparable companies 
 In doing so, we are able to take into account certain factors which may be isolated in nature such as companies within the same industries reporting a loss 
 On the flipside, we are able to test our growth rate assumptions and see if the outcome will be consistent from the of multiple - based valuation methods"
1142,"Requiring a webcam has always been a requirement for a verified certificate 
 It is nothing new.  To apply for a refund, see Coursera help"
1151,"This bailout encourage the moral hazard in the financial industry, the whole society has to pay for the ""Bill"" while the banks keep doing their business with no diferences at all. Also we don't know the final result of this huge money inyection onto the system, we have to wait and be cautious"
8943,"I think this was a necessary action that will call for further insight and in my opinion, a wall street tax to pay back the cost of these bail-outs 
 (it can be small and gradual over time, but something to not completely remove lenders from fault)"
2896,"It would depend on how likely you think such an extreme event is 
 I would hold roughly 5% of Gold in my portfolio as this seems a reasonable amount"
4945,"On my opinion such measures could be effective if done with care, so targeting the right pain points and performing relief at necessary degree, this all should be combined with fairness of policy 
 I think this is possible only in highly developed economy that could be measured via technology advanced tools"
555,"Hello Harsh 
 This is Saurin here 
 I havee also signed up for the course 
 I would like to add you on my LinkedIn network 
 My LinkedIn Id:    I am looking forward for your invitation 
 That will help both of us in future Thank you"
4328,The amount of gold I own is the amount it will take to cover my lost from the rest of my investment in case of a black swamp
3051,"I believe that the portion of gold that you hold in your portfolio should be a function of your perceived economic uncertainty in the near (1-6 month) future, while always holding at least a minimal threshold of gold in the case of a black swan"
7207,"Thanks for clarifying Chaturaka 
 Cheers, Ming Hui"
5128,10% investment in gold to safeguard from extreme uncertainties
4462,Nope
8627,I would hold a small percentage to protect my portfolio against extreme events
2857,"I prefer to hold a very small part of the portfolio in Gold: Gold has no value by itself, it does not generate revenues; it is a speculative investment 
 It is difficult to value 
 It has an opportunity cost"
3240,"I think banks should be punished 
 If not this time, at least in the future, if they are not able to meet the requirements and conditions that their government asks for. Further controls and reporting should be made to avoid this situation again, with strong penalties in case of careless behavior"
620,"Bankers are incentivized to make money 
 Inevitably, their actions expose the economy to the kind of breakdown we saw in October 
 With new regulations on their behavior, future crises will no doubt look different, but they will not be eliminated 
 The only way to avert crises is to treat banking in the same way we treat polluters: Create an environment that internalizes the negative externalities banking activity generates 
 That is, we should give bankers incentives so that they do not want to engage in the kind of risk taking that exposes the whole economy to a meltdown"
5589,Is undervaluation/overvaluation intentional or is it a consequence of prevailing market conditions
1733,"I believe the bail out was required to prevent a major financial catastrophe in the US that would have had a far more significant global impact 
 Since the bailout, US banks appear to be much better capitalized and in a stronger position to handle future financial upsets 
 I believe that political policy in the US was a contributing factor in the housing bubble which triggered the financial crisis 
 Policy makers need to be more cognizant of the legislation and signals they send to the financial markets and how it impacts the economy 
 Another issue is judicial use of debt and maintaining a balanced budget"
5697,Government can remove those illiquid assets at high discount rate to prevent banks taking advanage of bailout program
6464,"I think after the bailout the banks will be more careful when lending money in the future 
 This will maybe result in slower economic growth but al least it will be more stable"
6261,"The natural consequences of poor corporate behaviour has no played out and those that where part of creating the problem have not had to wear the full cost of the business practices and corporate behaviour 
 You could argue that the corporations and the highly rewarded employees of those corporations have been rewarded for such behaviour 
 The Governments have steps in to avoid the average worker from feeling the full brunt of this problem through even worse economic conditions that could have prevailed 
 The Government in effect has helped the banks to ensure the average citizen does not suffer more than they could help 
 You could also argue that the problem has been delayed and that the next time there is a economic situation of the scale of 2008, everyone citizen will wear the pain because the governments finances will be in a weakened position and  be in such a will be less able to use further monetary policy to stimulate the economy"
5089,"The main assumption is that the companies are in fact comparable, and that they have behaved and will continue to behave in the same fashion 
 This irons out all the inherent differences there are between competing companies in the same market 
 As one example given the different managerial team they can react to external influences very differently, for example and technological advancement, one may chose to incorporate where the other might decide that to be futile 
 This may lead to very different outcomes 
 Compare Yahoo with Google: in the beginning similar companies in the start that with time have taken very different paths 
 (easier to observe given the benefit of hindsight)"
383,"I would take a measured percentage into account when planning my client's portfolios and explain to them that however unlikely, black Swan events do happen and should be planned for in some respect, taking into account lost opportunity"
7961,Is it possible to complete the quiz 1 later as I missed the deadline
8212,"1- At least 2 assumptions: (a) that the market is valuating them appropriately; (b) that this peer group is comparable 
 2-Several, for example during a crisis, when the prices would be distorted; 3 in case of losses, different multiplies must be used (e.g 
 EV/Sales)"
3477,"Those measures were needed as an emergency measures, but they can not be maintained for ever, the situation has to be normalized"
5508,"As it was stated in the beginning gold can serve as a hedge against extreme events 
 I personally wouldn't consider gold as a tool to yield something out of it 
 Mainly it can be considered as a saving account 
 With that said I would diversify my portfolio in a way that gold would take small part but enough for me to overcome the outcomes of an unlikely extreme event as an individual 
 In general it all depends on the investor's strategy 
 Bigger returns come with bigger risks and vice versa 
 If investor wants to play safe then the portion of gold in his portfolio will be bigger comparing to the one who bears risk"
3367,I don't understand why I keep getting reminders to finish week one. I have watched all of the videos and I don't see any assignments other than the test which I can't submit because I'm not paying for the class
2860,"It seems like the US government's initiative was indeed necessary and helped to recover the economy 
 To address the second concern and decrease the risks of bailing out the banks with a portfolio of bad debts, the US Government could have considered some additional regulatory measures: requirements to extra capitalization, regular audit of lending portfolios, tax incentives to the banks who managed to maintain the „healthy“ lending, etc"
5800,"Diversificationis key. By holding a large position in gold you miss oppurtunities 
 A small allocation can be considered if it fits client profile"
7960,"Oh wait, I see that you wrote 9049,95 
 I'm in the US and I interpreted those as 2 different numbers since you used a comma in ""9,050"" 
   A little confusing 
 Sorry 
 Still, the other part of what I said still stands 
 Because the fractional part .95 >= .5 then you would round up (truncate and then add 1) 
  9049.95 truncates to 9049, and then add 1 for 9050"
6571,I am more worried about the potential consequences of this bailout in terms of bad incentives for bank as well as consumers
6916,\n\nI am  more worried about the potential consequences of this bailout in terms of bad incentives for banks
7087,This was very helpful
7335,"I did really find it interesting about how the expose this information to students who want to become better investors and even those who work in the area to successfully manage customers' portfolios 
 Some specific concepts were of big help to me and it clarified my knowledge of investment and advised me to not make mistakes in my own investments 
 I hope we can learn more from the institution and our mentors 
 Thanks"
144,"I definitely think the ""too big to fail"" notion has not been permanently fixed or clear direction provided in incase a similar crisis arises again 
 However, there has been a significant amount of goodwill lost by the banks and a general populist movement across the developed world og trying to reign in and better regulate banking activity 
 The populist component has been politicians on the right and left distancing themselves from having close links to commercial and investment banks 
 I think the banks have largely recognised this development and grudgingly accepted much of the regulation since the crisis like the Volcker rules 
 In the US, even if the Trump administration significantly loosens regulation again, I find it hard to believe that banks with take on the principle investing or proprietary risk that they once took as the next time around, there may not be enough goodwill by the population to let politicians rescue the financial markets again, even if that means short-term significant pain"
4697,-Similar financial structure -Do not use if: Price-to-earning: Existence of debt EV/EBITDA: Negative earning
9175,"Yes, I think it was necessary, because otherwise - ordinary people are the ones who would be affected by the recession 
 Bad incentives are also present, however, Central Banks must be very clear that this bail out is only a last resort, so that this will not be abused"
4803,"The bailout itself was necessary to avoid additional damage to the over economic system, though more strict rules (including guiding incentives) should have been implemented by the policymakers at the same time 
 In this sense CBs went out of their comfort-zone to create an accomodating environment for a re-energence of a normal or any growth, while governments often failed to implement the lessons learned as laws and regulations to avoid repeating the past mistakes"
7158,"Hi Stoayn, thank you for the detailed explanations, really helpful 
 P.S 
 Judging by your surname, I presume we come from the same country  _smiley_"
3995,"We assume that this ratio is true for both companies despite difference management and stages 
 Instances where the industry is unstable and different companies in similar stages of development are consistently underperforming may prove that a ratio may not be effective in determining long-term results as short term results are both uncertain"
2654,"The assumption would be that the future performance matches past performance 
 I would think that at any point when there is a significant movement in the market (ie, a ""step function""), it would not be possible to use multiple-based valuations as the response by each company to the shift in the environment is likely to be drastically different 
 The ""step function"" could also be introduced due to the introduction of a technology, business process, etc that is vastly different than what was known before 
 For example, the introduction of the iPhone likely made it impossible to evaluate Apple 
 But now that most companies have produced a smartphone, the multiples-based valuation method can now be applied 
 Not sure why negative earnings might invalidate this method"
7899,For now 2016/3/2 20% in Gold  20% in Stock market 60% in Crude Oil
1512,"Investment in gold depends on the financial situation in the country of investment, for example i would rather invest in gold more than have cash in countries with high inflation and vice versa"
7367,"Same problem , on quiz 1 I have 6046.85 and its considered wrong the integer of 6047 millions"
3924,"When using the multiples-based valuation method, we assume that the comparable firms are within the same industry (same operating risk) and in similar stages of development (same expected growth rates) 
  When using the P/E ratio, we also assume comparable firms have similar financing structure 
 While it can be difficult to ascertain a lot of this information without knowledge of both companies,  the industry field, and a bit of additional research, the multiples-based valuation method should only be used in instances when this information is known 
 If you don't know whether a firm is truly comparable or not, you already know this will be a weak approach 
 Furthermore, the multiples-based valuation method assumes a fair value market comparison 
 However, markets do not often reflect a fair market value in the short term - stocks fluctuate and companies can be over or undervalued based on various factors 
 Short terms loses may not reflect long term gains"
1531,"In case of DCF we tent to take simpler financial forecasts and numbers, but in case of MBV we tent to take simpler human factor and details 
 First of all, companies that looks the same and have more-less similar structure, can have different trends and different management 
 Like, company A is constantly growing during last 10 years, they have a stable high-level management team and want to introduce to market new product, and company B is falling down during last 5 years, they change management team 3 months ago, but still the capital and brand is quite power to have the same P/E 
 Or, for example, one of companies with the same P/E finally has an agreement with Chinese government and from the next year will work on this market, and the second company - does not have such 
 So, for now they both looks the same, but opportunities to growth and significantly increase earnings has only first 
 EBITDA rate is also not the best, because EBITDA is the earnings before, for example, amortization, and one of companies has new buildings and this costs is low for them, and other company, with the same EBITDA has 39-years old building of main factory and amortization for them will be more bigger, because of law restrictions to 40-years old buildings, for example 
 Or, one of companies save their money on a deposit of one bank, and other - in Apple and Alphabet shares and interest rate for both of them will be different 
 So, finally, in my opinion, multiples-based valuation method does not touch a lot of details and simplify such things like a management factor, assets of company, etc"
7452,"Hi to everyone 
 I believe that it's time to change the financial world 
 It has no sense for me to buy a bond, as a retail investor, in order to receive a  possible  return of 1-2% after 30 years 
 For example in the USA with interest rates at 0%, i don't think that is very rational to buy bonds 
 Bonds and interest rates have an inverse relationship 
 The probability that Mrs Yellen will increase the interest rates is quite high 
 So, the price of the bonds will go down 
 If you want to get involved in the bond market, just short the US treasury"
8368,"A relatively small part of around 15-30% 
   I would add to it as market conditions worsen and sell as market conditions improve 
 I would always keep a small part of my portfolio in the asset regardless in case of unlikely events, like a black swan"
6101,"It was necessary  for economic, because it could have created a worldwide depression 
 It was essential to maintain stability"
7089,"Many thanks for that 
 The error is all over the transcript and on the screen script too"
8992,"Some of the countries yes  
  but the most of the countries use for the trades the us dollars"
8299,"I'm also curious about it 
 The only Quiz2 question I got wrong (twice)"
5176,How far along are you on the spreadsheet and what exactly do you need help with
8933,Small amount
205,It may have been necessary but it's unclear if there were any long-term benefits to this approach
3982,"Hold potentially approx 
 10-15%, as the risen values of the stock market indexs over the course of several years can act as a hedge against the opportunity costs of gold, and then compound by using income from stocks to continuously buy up approx 10-15% gold , which would of course mean continuously different amounts of gold as the gold price too will fluctuate over the same given years"
8117,"There was a confusion due to the language ""always"" in (2) & (3): (2) A ""cheap"" market can always become ""cheaper"" (3) An “expensive” market can always become “more expensive” One can as well argue a ""cheap"" Market can get ""expensive"" and vice versa (in context) "
8936,"Gold should never make up a large part of a portfolio 
 Having a small amount against black swans should be convincing"
6711,"In my opinion the fact that banks are thrown out of a trouble they have been the major suspect for might have destructive effects on banks' behavior enticing more and more reckless behavior with the prospects of central bank bail-outs whenever storms arrive 
 Bailing out banks seems an appropriate policy in an exchange for more severe monitoring over their behavior by governments/ Central banks 
 Leaving banks to their own after bailing them out is the problem which in my view has its roots in politics rather than economic derives"
2923,"One assumption is that the company of reference is not in the same stage of growth, or it's share value it's iliquid, so it doesn't reflect the real value of the company"
2565,"I think main assumption is that thr ratio remains the same for different companies 
 Although it seems reasonable ratios for different companies can be very different from average 
 It's also assumed that other companies are fairly priced which might not be the case 
 As multiplied negative values would still remain negative this method probably has to be amended 
 E/g 
 Using moving average for certain amount of periods 
 This valuation method also doesn't distinguish a nature of loss 
 It's not the same if, for example, there were loss due do buying new equipment or due to management spent all the money on increasing salaries for themselves"
6308,What is the difference between duration and maturity/
2407,I think in the current environment of the Europa situation especially referring to Greece and the possible Brexit I would prefer to have a relatively large part of gold in my portfolio
7206,"Thanks guys,  I guess we overcomplicated it _smiley_"
1822,"I would rather have a relatively large [art of my portfolio invested in gold most of the time,"
4629,"The valuation is dependent on multiple factors such as a) macroeconomic factor b) nature of products & factors that may affect growth of that product c) competitive environment d) quality of management at place in the company being evaluated 
 These future indicators may impact your current valuation 
 There are other technical factors too.  When ever there has been a stockmarket bubble ( such as  Dot Com boom of 2001) these evaluation based on ratio has yielded wrong results 
 A company may report loss for variety of reason - large investment into production facility, legal impairments 
 We will need to evaluate the reason for loss and consider future outlook to inform valuation"
2422,"It actually depends on the risk appetite of the investor 
 If I were an investor I would possible invest on the stocks which gives higher return than the gold"
3272,"Although using the multiple based valuation method is easier than using the DCF valuation it is very dangerous to use because it assumes the company is performing at average industry growth 
 However, in some instances, this could result in a drastic underestimation or overestimation of a company 
 For example, lets assume grocery companies were private and the data of their valuation was not publicly presented 
 If we were valuing ""Sears"" we would use a P/E ratio that was the average of the industry Sears was competing with 
 This ratio would assume that Sears performance was on par with competitors such as Walmart and Target 
 However, Sears performance is way off from this industry average and thus we would be giving investors an overvaluation of the company's true price"
8402,I will opt for a smaller part but will definitely consider investing in it
511,"Hello everyone 
 We are establishing an international network of contacts to improve employability in the field of finance 
 We know the importance of contacts in finance 
 Join us for further information:"
5352,"For me, the answer is 50/50 
 I believe that it was somewhat necessary, but at the same time actions like that can lead to banks being careless 
 At the same time we have to think about the consequences that could have happened, if the governments hadn't had bought the assets 
 So my final answer would be, that is was necessary to help the economy at that point to gain strength, but at the same time it can lead to other crisis in the future"
6546,"I would have a relatively large part in gold more because of its other values, e.g 
 Its cultural, traditional, and spousal values"
2936,"Assumption is that when the companies have same assets then the value of that asset would also be the same of other comparable companies , in the quiz I would not have felt comfortable using multiple-based valuation methods to value companies and every company have different working cost that might result in loss ( i.e negative earnings )"
1994,I believe that the US government's (and others around the world) bailout of its financial sector was simply necessary for the well-being of the economy as a whole  \n
5011,"Hi Hoda, I Take notes, but you can set slow the video speed, I usually stop the video every time I don´understand  something, specially inthe calculations and I  repeat again 
 It is necessary to view the videos two or three times and every time you will discover new concepts and better information"
214,The assumption is that it stays constant in the future and that we know the average in which money will decrease in the future
4653,"I would rather calculate the maximum percentage of my portfolio that I can stomach to lose, if the market crashes for example, and hedge that percentage with gold 
 For example, if I can stomach to lose 20% of the total amount of my stock portfolio before selling it 
 I will hedge 20% (that amount in dollars) with gold"
2385,"Companies could have had a bad year or month, different from normal or from what it is expected from the company so if you use this company which had a bad performance and compare it to a companies with good or normal performance the result would probably be lower than it should because of the negative performance which does not have to be an indicator of the regular performance of the company it could be a one time thing"
5284,"While those bailouts may have seen at first that are incentives for banks to take on unnecessary and careless risk, governments on the other hand, have been placing new stricter regulation to limit banks activities and risk taking 
 All thing combined have given as a result an avoidance of a much bigger crisis at the time same time that new rules have handcuffed bank's riskiest activities and the entire financial system is stronger overall"
1216,I think no more than 10% should be put in gold since it is an insurance and there are other ways to protect against inflation such as TIPS bonds which are not correlated with equities
5103,"I think a small account of gold is warranted but other type of investments that are likely to increase in value are also desirable, such as real estate, land, businesses."
2435,"I consider that doesn´t matters how much gold you have in your investment portfolio if this isn´t physical gold, I use the investments in CFDs only for getting gains, but as you mean, gold as hedge, I prefer physical gold (and much more physical silver!) 
   The COMEX has only a few tons left of gold, and there are more than 200 (I don´t remember the exact number) ounces of paper gold by each real ounce of gold 
 P.S 
 I´m a follower of Antal Fekete  _smiley_"
6584,"The bail out was not the right thing to do 
 The Government should have allowed the banks with bad deebt to go bankrupt and flushed toxic assets from the market once and for all. The short term implications would have been bad, but the long term benefits would have done good for the future generations"
2904,"I believe it was necessary for the well being of the economy as a whole and avoided another Great Depression, the risks and consequences are minor set backs when compared with the dimension of what was avoided"
1278,"I believe the state of affairs of the government influences, the business environment 
 Markets unfortunately largely depend on investor confidence, and if investors feel that the business/ economic climate will increase risk and lower returns they are likely to be skeptical or very cautious with that market 
 Investing primary involves growing your money with as little risk as possible so ya the government failure is important and can lead to market failure"
2110,"I think that if times are extremely predictible and black swans are less likely thane ver to occur then i would have a small percentage of my portfolio invested in gold 
 However if political issues around the world are heated and there are uncertainty about the future then i would have a bigger gold investment"
3206,"No, it wasnt good idea"
8837,Small part
6947,"It depends on the risk profile of each one, and the investment objectives 
 At this time in my life, I wouldn't hold gold but other asset classes as hedge (real estate)"
6252,"I believe in the U.S 
 Government's bailout of its financial sector for two reasons 
 The first is that the U.S 
 Government now requires banks to have a cash reserve to serve as the bank's own bailout if they were to find themselves in the same situation that caused the great recession 
 The second reason is that the U.S 
 Government requires banks to undergo a stress test regularly to measure if banks can handle financial adversities 
 Also, the U.S 
 Government is making the institutions it bailed out to pay an interest on the funds that the U.S 
 Government lent to the banks"
6601,I would rather have a relatively large part of my portfolio invested in gold at all times and be on the safe side
5658,When most comparable companies are overvalued in a market full of bubbles
7754,"Yes I did with the calculator, just input this parenthesis  for the numerator and denominator and it should work 
 I think the answer for the  VN for the Q2 is 6.067. 
  then we need to calculate the V0 
 I dont have my notebook here, I already calculated both"
3377,"I have several times been confronted with situations where I have not been comfortable using the PE ratio 
 We have the Indian FMCG sector where companies are trading at astronomical valuations (between 35 and 80) 
  Obviously, the focus really is on the fact that a huge percentage of Indian population is emerging out of poverty and getting into the middle class 
 These are the people who would drive consumption and the future growth looks bright for all these companies 
 However I am still not comfortable buying stocks like a Hindustan Lever or a Nestle India because of the very high valuations 
 The stocks recently corrected but the correction was not enough to bring the stocks to a reasonable level"
6121,"Well, the company is not the one lending the stock to you. You would lend the stock from someone else (usually a bank) as far as i understood it 
 So the company you want to short sell doesn't have control over that transaction"
1792,"In early ages of my life, I wouldn't invest in gold much, because I don't want to carry the high opportunity cost 
 Even the black swan comes and investment is lost, I can still find chance to earn income and support my family 
 If in the late ages of life, I might want to increase the percentage of gold in my portfolio"
5828,"Holding gold for long without a risk is not a very good strategy 
 However the more riskier investment if hold on to ultimately pays well when the risk is averse 
 Anyways 5-10% of portfolio should consist of gold as it will help the investor survive in the period of uncertainty in worst periods"
5228,"It was necessary at that point in time, however there should be strict measures to look at the functioning of the banks"
7744,"Hello Karsten, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
7232,"Hi, I could not upload quiz and assigments 
 It keeps asking me to pay. Do I have to pay for uploading quiz and assigments even I do not need certificate 
 Thanks,  MH"
802,"When you look at the long term stock are the winners in return, they can generate capital gain as well as dividend 
 On the other hand stocks can lose all their value, if you want to keep value instead of being an active smart investor, gold is the alternative for you. This said, when we're talking about investing stocks and others securities linked with productive capital are the main choice 
 Thus, the proportion of gold as a insurece will depende on the cost of keep it and the risk that the investor is whiling to take"
8686,Relatively small part
2491,The latter
5179,My opinion bailout was needed in line with more severe requirements for the future limitations to loans granting
1982,"Possibly 5% which is a good enough sum to be insured 
 Then again, one should try to keep his portfolio as diversified as efficiency demands it so insurance is not highly needed"
2562,"I would make a couple of caveats here: overall, I think 25-33% is my target range, but I'm not just talking about gold 
 This includes physical gold, but also physical silver, (maybe also small amounts of platinum/palladium) as well as a small percentage in mining stocks (a huge growth potential but very high volatility) 
  I have been in the precious metals business for about 15 years now and it's treated me quite well"
5005,"In my case I believe that the amount of gold that one has in the portfolio should be decided based on the risk of the investor, and the overall market panorama 
 On my case I would rather have a small part, just a cushion of gold 
 This is because I believe in the diversification of the assets; as investing most of the profatfolio in gold has its own risk and opportunity cost 
 By diversifying and investing a 10%-20% of the overall value of portfolio assets in gold, one is able to cushion and use gold as hedge 
 Either ways the precise decision should be based on the market panorama, and the type of investing strategy"
4200,"In my opinion, here I think difficult to find some comparable firms, one reason is what companies u think comparable 
 Difficult to evaluate, cozy some figures from companies might be fake or Sth else, another reason is dopiffeicult to find firms they are in the same developing stage and meanwhile in the same industry, so I won't use this methods to value the price of equities"
7703,At least 75% of my overall savings
4356,"When we use multiples, we are assuming that the company under valuation is very similar to its comparables in terms of capital structure, capex requirements and growth 
 In the 20s, for instance, it was not possible to value most internet stock because their projected growth was too high, resulting in not meaningful or negative multiples 
 Companies reporting a loss can still be valued based on multiples of EBITDA, EBIT and revenues"
1429,"1) it is hard to find a truly comparable company as there are too many factors to account for. Therefore, almost all of the multiples valuations shall be approximations to validate your analysis 2) the multiples approach takes the historical accounting information (Net Income, EBITDA, Sales, etc.) to make inferences about the fair value 
 Therefore, it makes an implicit assumption that the past is representative of the future, which is indeed a strong one. For example, if a Black-Swan-event occurs (with corresponding negative earnings), these figures will be distorted 
 So it appears that both DCF and multiples approaches make some important questionable assumptions 
 For us it would be important to be aware of them and it is crucial to back up the assumptions with some background research"
2961,"The main advantage of using gold is a safetenes of nasty unexpected events that may happen 
 The percentage of owning gold in the portfolio time to time may vary depending on investor goals but the small part should remain always 
 Moreover  fast economic growth give additional opportunity to buy this asset at the less undervalued price on the market"
8472,Relatively small 1-2%
8603,"I'd have a substantial part of my portfolio in order to be sure to mitigate the losses in any extreme event.I always prefer to have as small risk and exposure as possible , even if that means sacrificing potential returns"
5261,"In the first moment that the first QE was presented, it really helped the US economy to really recover; but nowadays, a negative interest rates world might be a dangerous scenario troughout economic growth and health"
5438,It depend on the situaton
6285,"Assumption about accounting principles when using multiples is very important 
 When numbers are not supported by factual business activities, valuation analysis is doubtful 
 Negative earnings could be due to different reasons, proper investigation of which is important 
 Negative earnings as a one-off is not yet an indicator of a serious problem, but if they are continuous then it has to be investigated"
3167,"I would lean towards an underweight position in gold, barring foreseeable crises 
 As long as we are operating in a normalized market the potential upside to equities and bond trading is greater in value than the relative security of gold"
9114,"Yes 
 Bailout is necessary"
7676,"Hello Ricardo, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
4640,"I think i am going to put about 10% of my money into gold 
 If bad things happen, I can sell the gold and sustain myself for sometime until the market back to normal"
3201,Its fine as long as central bank have sufficient check points to prevent the bad happening again
5710,"Hi  I am Puneet Kumar, from India 
 I am currently working in a Insurance company and interested in finance sector 
 I would like to learn about investing in stocks keeping in view the technical and fundamental parameters 
 I am very thankful to Coursera for such a great course and hope everyone likes this course"
7382,"Hi Jaden 
 The .08 is WACC - gFCF from the formula, so 12% minus 4% Weighted cost of capital (WACC)= 12% and growth from 2020 and beyond is stated above at 4% 
   I hope this helps 
 _smiley_"
203,"Hello 
 Just a quick question: for how long can do i have the access to my learning materials (lecture slides, videos, quizzes)"
5022,We believe in the Efficient Market hypothesis and that the share is priced accordingly
8129,"What is the answer to Quiz #2 
 I put 100 and they said I was wrong but I thought he said 100"
334,"It is very simple, living above your revenues/means and personal debt/ratio exceed 40% 
 Then, the dream to allow to all the people (bec ome  insolvent) that they can obtain a property / house easily 
 Was not a dream, but an illusion  
  The financial system played a very important rule and had a big responsability in the financial crisis"
4884,Maybe we should find a way to get out this kind of bailout before the similar crissi
5444,"Hello everyone 
 I live between Portland, OR and Cebu in the Philippines 
 I graduated two years ago from university in the States and want to gain at the least a basic understanding of financial markets 
 This is my first exposure to such a topic so I am a bit weary but excited to learn about something new"
8823,"I will invest a relatively small part of my portfolio in gold unless there are some extreme events, as I do not want to make the opportunity cost too high"
45,"We have to assume that the market values the comparables correctly, which is not necessarily always true 
 If there is an industry / geography that is experiencing a ""bubble"" I would not use multiples-based methods, e.g 
 During the dot-com era, the subprime mortgage bubble, or perhaps even tech companies today (some big ones of which are valued highly whilst reporting losses for several years in a row) 
  Price/earnings ratio cannot be used for companies reporting negative earnings, so alternatibe methods need to be employed"
4280,We assume other companies are correctly valued
7562,"Video: what is the real value of money 
 At 08:30, CHF/EUR rate is written 
 To me, this should be EUR/CHF to match with the graph 
 In FX markets conventions, CHF/EUR means quantity of EUR for 1 CHF. And EUR/CHF means quantity of CHF for 1 EUR. The ""/"" does not mean ""per"" or ""divided by"" 
  Can anymone confirm  
  Thanks"
1428,"When there are a lot of fluctuations happening in the economy that might create variance among companies in the same industry 
 There is also assumption that these companies are in similar industry although sometimes it is different in technology companies"
5305,"Stock investing requires careful analysis of financial data to find out the company's true worth 
 This is generally done by examining the company's profit and loss account, balance sheet and cash flow statement 
 This can be time-consuming and cumbersome 
 An easier way to find out about a company's performance is to look at its financial ratios 
 Though this is not a foolproof method, it is a good way to run a fast check on a company's health 
 For instance, a high PE indicates that the stock is either overvalued (with respect to history and/or peers) or the company's earnings are expected to grow at a fast pace 
 But one must keep in mind that companies can boost their P/E ratio by adding debt (thereby constricting equity capital) 
  Also, as future earnings estimates are subjective, it's better to use past earnings for calculating P/E ratios 
 So you need to find out the causes of the negative earnings of a company 
 The starting point in forecasting the cash flows of a company is to understand how the sales, costs, profits and cash flows of a company would develop over a long period of time, So you need to understand what are the key drivers for the company's sales 
 Those could be innovation, trends in consumption, consumers's taste 
 The costs can be influenced by the cost of raw materials, the cost of labor 
 You also need to understand how the company sit within the competitive environment, because the consumers have multiple choices 
 The quality of management and their decisions influence the company's performance 
 So, you need to take those factors together to establish the fair value of the company and to understand the short term dynamics of equities before investing in equities"
4732,That the companies are comparable and have the same structure which is unlikely 
4762,"Sometimes it is difficult to find comparable companies in the same industry, stage of their growth as well as similar financing 
 Also, if you use PE ratio, this assumes positive earnings 
 For companies that reported loss it is more suitable to use other ratios, such as Price to Book Value for example"
7294,"Joseph,   I am from the Modesto area 
 Glad to see another Californian in the class 
 Adam"
8107,"I think they had to choose one of several difficult choices 
 Personally, I would have preferred a ¨bailout¨ of homeowners by the federal government--with taxpayer dollars--bailing out homeowners by taking over property, buying out the bank interest in the property with perhaps 25 percent of the mortgage, and then writing down the value of the property and extending new credit to the homeowner directly from the Federal Government 
 Some would argue that this would place the Federal Government into the direct mortgage business, however as the Tax Collector it can always recoup on anyone who would then default on a loan--for the rest of the person´s life 
 I do disagree with the Financial Sector bailout to the banks which is a preferred SECTOR of the economy and the people, in real terms of persons and personnel far fewer than the 330 Million residents of the country 
 The famous ¨bailout¨, actually there were several ¨bailouts¨ to banks and industries was the incorrect path, but the power structure in 2007 and 2008 favored a bailout of the rich and wealthy bankers and their friends over any kind of bailout, or direct national refinancing program to troubled homeowners 
 Instead the choice was made to let these homeowners go under by the Millions and then hand over more than a Trillion dollars in financial bailouts, 1, and 2, and Auto Industry to the corporations over the people 
 So, all in all it was a bad move 
 People STILL have not recovered 
 But the Damn Banks have 
 It is a national tragedy"
9059,"Yes, I think the banks will engage in risky behaviors because they can assume that the government will just bail them out when they get in trouble"
6287,The government's bailout was necessary for the well being of the economy but it seems that the sanctions applied to the financial institutions were not efficient enough to stop banks bad behaviour.
8509,I would rather have small part invested into gold
